Measurements.Samples,Spot.249117,Spot.249150,Spot.249151,Spot.249152,Spot.249157,Spot.249158,Spot.249159,Spot.249160,Spot.249194,Spot.249195,Spot.249196,Spot.249197,Spot.249209,Spot.249210,Spot.249240,Spot.249258,Spot.249259,Spot.249260,Spot.249261,Spot.249262,Spot.249314,Spot.249315,Spot.249316,Spot.249317,Spot.249372,Spot.249373,Spot.249374,Spot.249433,Spot.249434,Spot.249435,Spot.249436,Spot.249498,Spot.249499,Spot.249500,Spot.249501,Spot.249564,Spot.249565,Spot.249566,Spot.249631,Spot.249632,Spot.249633,Spot.249634,Spot.249701,Spot.249702,Spot.249703,Spot.249772,Spot.249773,Spot.249774,Spot.249845,Spot.249846,Spot.249847,Spot.249848,Spot.249920,Spot.249921,Spot.249922,Spot.249923,Spot.249999,Spot.250000,Spot.250001,Spot.250080,Spot.250081,Spot.250082,Spot.250164,Spot.250165,Spot.250166,Spot.250252,Spot.250253,Spot.250254,Spot.250344,Spot.250345,Spot.250346,Spot.250438,Spot.250439,Spot.250440,Spot.250535,Spot.250536,Spot.250589,Spot.250635,Spot.250636,Spot.250637,Spot.250688,Spot.250740,Spot.250741,Spot.250846,Spot.250956,Spot.251018,Spot.251065,Spot.251066,Spot.251175,Spot.251176,Spot.251227,Spot.251228,Spot.251340,Spot.251341,Spot.251591
LysoPI180_1,54163.91841,44717.67546,43496.66647,149206.6644,59616.029,50758.751,45538.07725,62349.43179,63232.35694,42417.31461,57131.94434,73797.92581,74221.1962,38023.91335,33729.0393,46939.92383,33425.38632,57674.93338,58862.5206,55624.91682,70580.70935,127586.885,86538.40016,59378.63995,35460.26724,107492.9642,55468.10412,44441.38615,110367.0846,55733.53349,70724.3158,56935.59844,53484.35725,74209.04934,44902.21311,93200.75808,54377.97738,47701.97031,46956.25893,81931.49553,40868.82433,33632.39566,66111.06567,73448.29022,50262.85408,68978.80488,78194.08771,78624.82648,80739.1324,68898.47528,99135.51602,57684.47239,40136.18562,92516.91597,97285.07736,33922.50073,90717.29374,76310.56829,59047.04189,49606.28071,63779.45301,41737.5504,61251.01139,108727.3063,52065.06111,72440.52442,86879.54937,53175.29812,97528.07852,83740.83957,31249.26784,72358.85774,53485.5065,64252.03157,76327.52547,40516.06387,73962.22069,38635.86784,71725.75809,43444.34048,38444.88767,55352.80824,54738.81022,81382.11366,55625.99496,72272.74571,74939.01897,54437.69457,39512.83274,62623.63722,78652.06403,55961.61072,53000.81604,50195.79319,49384.66349
PG235_0,117005.6037,118076.365,93097.76929,109841.4688,112373.4011,115118.7531,86122.23481,107361.4992,140538.2271,126962.0894,99082.21116,159646.809,98962.98349,74614.22109,98657.80103,80489.62943,73237.36135,114490.5349,101524.1396,67724.54287,86316.35571,130153.9571,137532.8691,74227.49926,67639.07125,113634.6101,61849.07362,80574.74209,167424.9982,109696.7022,90715.09373,103780.5519,109427.1147,105321.5059,67254.81833,147057.5194,103428.031,84284.4949,91659.59829,120025.3564,54521.80949,73057.19211,120625.4456,98422.39173,57680.51806,129888.7639,143654.0439,98883.98603,76198.72025,144666.8151,95268.03514,69777.67231,75554.37971,168762.0657,106420.6274,121098.5007,85402.89906,114924.4584,82677.5297,83457.33537,161874.4805,61403.72273,121021.3406,189218.8679,73479.69609,66397.4782,118231.7115,86747.10537,109697.8504,84675.95909,80284.08681,113005.3387,89782.465,88593.1707,140245.3564,84617.05563,56272.03754,71100.65903,98568.86531,60359.67072,46069.02028,103849.4222,105738.3987,80298.1057,74035.63117,94340.2105,106834.8061,91968.07606,117953.6176,85171.51044,102769.6565,155561.8789,115606.3875,78528.54583,100208.5811
PG235_1,36078.77935,44092.67101,61735.41964,75728.19027,38101.61863,34315.37678,53175.53214,49161.8815,69089.96289,31406.90644,66817.14745,44880.72626,38760.24002,26327.29063,39977.27524,36318.10519,34068.91524,39535.51256,43287.16238,41458.42968,35405.09235,66245.73836,59529.08383,46602.67576,42057.31116,69045.68625,53775.21258,40868.11785,60570.89168,79399.6367,47462.28768,37977.70632,58591.97556,49078.88458,39304.52878,39492.27412,50953.14436,43308.10342,45895.96224,52054.82022,41574.38108,48554.74323,71270.48684,46072.02083,26090.4352,53831.27327,105789.7128,49058.55158,34853.70842,36565.8727,73522.72744,47171.54183,46346.32072,47598.88394,40605.36287,35208.71624,74801.73982,55398.42064,51206.91207,49845.80987,42451.02677,38515.8758,57211.83828,56926.94088,27510.4843,71468.81045,92304.098,34333.94409,85916.99736,62063.34636,54594.28408,58501.91225,46561.87072,31949.55156,78112.32998,30145.78611,55624.08199,50233.06772,69612.69762,37600.27257,37302.24461,81789.66397,77029.25913,60498.72649,32108.65918,73373.005,47453.73645,31508.34182,35199.47291,35336.7505,51173.32786,42125.13748,30382.46376,49087.93512,36520.7639
Unknown2_0,174765.8299,198033.6901,140033.7835,125982.0575,97576.31017,126265.9134,118028.3264,136218.1709,218377.2999,150911.9994,162644.6362,172475.3701,112281.549,128397.5711,140882.6259,121441.6443,79695.08829,148564.5386,138095.6522,152559.1977,245141.6006,121659.2657,157497.2349,117827.2927,68892.63961,135442.8131,108087.8586,170467.1961,102556.0949,116456.8615,149398.1833,126001.5052,94830.38315,204812.6067,152521.8102,136732.9905,136919.7614,119538.7497,178516.3785,133255.9593,139654.673,110387.5554,127454.4082,147275.6831,110823.7389,147198.466,149433.1974,163622.5571,138802.4965,142831.5039,139105.0119,124774.1218,133795.9843,156819.0408,164760.7916,138755.9181,121154.4394,179897.1866,224868.8547,116979.218,156248.9656,105241.7407,150103.8715,210559.4714,84187.07922,92342.61345,129068.7967,172448.0657,150852.1922,97219.87416,135296.7732,146899.5653,80362.06846,158523.3821,155190.6308,107618.8017,115847.0262,114302.2291,156860.3153,162375.2361,85140.60095,148652.4138,185717.7033,94584.09976,125804.0696,63276.65444,130041.454,154751.264,118896.6633,130808.9205,131978.4473,147998.0461,142441.9154,155624.0714,117400.6383
Unknown2_1,60319.33197,51685.29574,49771.19645,55435.3413,31751.92947,42344.22415,27142.56717,37985.65952,31382.55175,64981.48282,57086.42339,43910.64981,29976.428,22679.1529,21712.08564,26259.34909,32906.80547,36847.31159,26447.12485,34336.46049,93984.64136,29918.06333,41196.62357,33531.51196,17364.36605,23997.96091,38958.3003,24453.34491,22628.72379,32949.55523,36653.04723,32677.9158,25580.9095,65055.5594,28079.98163,30896.84084,69888.23098,37790.04448,48096.26683,25953.37933,29266.78249,30853.54924,31360.38601,41756.42101,41969.76657,36417.26738,67748.92414,28525.95542,30665.10501,27309.77523,61442.28134,51430.36187,28797.04626,38613.20904,47907.95427,26211.48501,27912.00658,52011.81869,51541.15554,19969.69777,30617.86506,30101.28075,27248.25283,43890.83429,21861.91982,39607.39425,68936.57438,30379.89984,43617.28578,48065.73846,39473.34224,39370.2623,45982.31458,32223.47339,43736.39944,26020.22763,44977.49715,28849.2075,41745.53024,43214.4874,26539.96723,38107.26944,57959.72439,38024.87546,33343.79276,25210.79224,24664.34605,33321.93356,32782.72548,50018.92879,39565.36781,14817.54282,50569.90354,27062.41724,39667.53149
Unknown2_2,10944.74117,6264.470899,0,0,0,0,7288.061352,15554.27474,0,0,0,0,7574.155735,0,0,0,0,7687.670529,6021.130767,7805.589839,0,0,0,5243.615529,5752.519391,0,0,0,7386.053945,8107.897734,0,7275.929898,0,0,8134.958539,10139.63997,0,6397.334854,0,0,0,14078.64333,0,0,5672.555024,10784.11413,0,8220.777383,6983.616632,0,13134.20736,5966.28928,0,8894.944108,0,7998.465262,0,14358.70691,0,0,9903.977194,0,9274.377187,8162.554915,6669.288376,0,11973.16007,0,0,7754.878333,5720.9221,7538.09897,0,0,0,6142.284675,5808.643491,5590.396301,0,0,4547.033158,9014.56009,0,10535.05345,6896.346815,0,8763.435443,9064.453452,0,0,8425.386824,10094.92543,7058.294207,10639.16128,7464.731622
CerP361_0,115532.4452,65713.81599,73892.21258,74609.55251,55711.1524,72953.38267,70649.19558,96077.93565,57169.22074,74234.20021,92475.35871,89033.14283,72326.05209,72031.53419,70922.74174,80900.65137,54821.68064,112170.9633,81524.49039,84358.6716,117786.3249,81808.24667,105327.1925,111335.3392,52727.21367,85526.18949,59681.5682,79316.15435,89757.15138,71006.12855,97982.17804,78110.04125,79380.85291,125170.0258,80552.57507,97501.40591,86625.7246,70858.36303,99050.85862,78100.15849,85719.98797,59443.79713,81175.36265,99973.38736,61834.24431,102107.8613,174105.1901,86355.55917,71588.33737,74505.47758,140940.8229,61565.44101,109161.8532,92131.11792,96429.80504,125607.5766,107062.5203,106127.5725,80045.00718,70678.08355,120171.0359,67925.88962,101670.8139,101369.1764,63806.72594,82138.99409,154063.9834,103191.2853,168422.5334,101634.3469,85835.68086,96902.4552,56798.89154,99791.06304,130406.3305,84455.69536,70156.195,69694.41922,124268.1034,57149.20889,59634.38757,125854.92,131136.6778,81788.34913,68801.85576,90068.531,119079.5515,76337.6036,79924.46728,100474.3964,96236.97387,137240.1828,83923.80945,110191.3245,126783.4946
CerP361_1,45694.83645,51832.11927,25506.13608,37995.01427,39225.26031,40476.95227,25287.62571,30805.61175,33708.94186,29354.36042,40335.05334,70433.87851,38616.11154,39404.47695,29767.92991,32291.2631,29401.52991,43822.62241,28799.75464,26885.32185,36085.94453,64501.11896,46598.0539,26056.6848,19574.53808,33361.11262,31773.14194,36008.75892,53347.57477,43671.05634,43551.9767,22702.89799,42700.35254,37871.84433,33086.30296,32753.14484,62788.74528,33736.76558,41644.82107,67432.82366,51194.10054,35194.3835,33386.81701,63403.03345,47029.19508,64139.36607,65943.48097,55583.59162,61014.70703,26206.64768,31371.12391,48344.32786,37230.00852,43370.90609,63235.45234,50951.85503,64242.4105,60040.99112,29065.06977,40092.9376,45725.93973,28637.64458,46160.81181,28313.35268,23387.0525,51522.02879,50594.12606,52496.3635,73071.50222,27020.48909,28079.33943,40318.12917,42616.54927,39008.35126,51470.14333,41891.68259,44093.45982,25455.43841,46743.57501,19206.51401,43290.3113,59490.23317,47922.62994,48182.49891,49925.53447,67434.75513,83936.97026,34045.00886,35905.4433,42661.84238,39135.3603,29806.71762,36234.45277,66217.60068,64984.49618
CerP361_2,10332.85379,10781.55506,8456.6825,0,6359.841021,10786.08243,8423.060926,13374.52609,11222.06025,9087.904907,0,0,9531.446475,0,7633.344624,14662.91997,0,0,0,7535.357826,10929.24146,0,22882.07106,6319.787916,5239.155306,0,7199.156506,7284.679572,10090.63005,9112.636373,12077.70791,14347.9558,0,14528.38095,8073.820399,11468.58177,0,10577.24036,17448.36271,11277.87207,9290.005457,0,11161.72531,0,7397.1104,34354.43421,22185.78437,9221.519697,0,10094.52985,0,7176.472316,10321.19282,19442.54488,12063.56819,0,17391.89613,23716.22742,10118.05954,9775.15105,12803.57824,8630.296034,9975.912976,9642.511815,0,12366.08957,14325.18213,0,15222.45824,19982.54238,7990.91856,16656.42756,6909.731284,13118.93283,8068.185483,0,6957.296066,10155.19369,14666.44661,7170.371923,13851.9672,0,11667.16756,20157.8275,0,11262.28146,0,0,10984.04033,8993.176906,10294.07689,10162.10594,23916.60196,8895.871259,15898.12986
GlcCer321_0,112702.7532,105258.876,69605.1497,118813.5473,62064.35543,75548.68307,66730.83176,92511.52039,108946.9342,83112.32781,102629.3354,86712.61034,73970.49689,75871.82304,77519.17897,61926.05088,55341.15569,118829.4666,65992.55888,67008.7838,100403.2864,94463.78598,113186.6547,69560.24342,55393.51791,70251.39372,64624.67748,78348.81899,96261.36907,99226.95619,77573.92234,98513.73787,81178.83074,115411.036,76450.50393,98672.48668,107411.8423,127050.1615,99580.23085,91558.11757,57944.58593,59062.16937,78594.12578,123541.5463,60395.3276,93851.42752,119719.4304,142542.8274,83319.18991,100273.413,113067.8245,64584.84159,83491.3225,86703.42541,102719.7579,74837.26422,108239.5779,133916.2367,74744.10722,69763.2995,109940.0576,54321.51482,102050.5992,150510.2532,61920.87621,94974.90654,90143.26651,101670.4547,116342.5149,117728.1318,80545.65624,111210.4801,91859.03858,79557.28852,114400.915,80241.83411,127275.8404,84174.88786,100275.7782,69351.82053,59907.81735,107993.0482,134540.4157,98784.11353,84289.671,115044.2371,129771.9353,106927.3373,80201.61742,102813.3546,112444.6055,108738.1939,115886.227,132097.4214,109333.3546
GlcCer321_1,33981.31293,30861.37262,31480.50979,58344.77085,25200.1337,41592.27711,25811.51531,49545.81413,27964.26678,49925.74217,41179.85816,35336.51763,59170.06781,23394.74977,21880.68596,33906.22796,28238.05299,39577.33051,45739.56436,26787.72679,70677.25772,45967.59553,43924.89937,32512.40719,45372.60787,35318.39798,27825.65061,37704.3782,47802.55328,55265.62315,37510.32825,39581.03,31194.78726,56137.14453,41296.16965,40087.24037,47211.59622,32468.04945,41800.15208,42474.89806,37928.1706,30729.18865,58506.49042,74152.89884,30137.69934,73350.20086,48459.78155,45012.59846,45675.20972,42901.7777,31802.49786,28801.71959,40777.6158,36916.5794,90694.94674,42752.20134,40352.97918,71366.25409,27366.13099,29584.7964,64508.95159,47283.35446,39628.1681,65651.94264,30462.73438,38076.4814,33659.7838,46482.13251,33977.72933,35075.696,35276.80901,38520.8661,33570.14072,45640.49068,31907.15234,23992.83967,66673.81631,32532.16649,62897.45395,25135.87687,32871.82712,51815.35846,50103.66107,40718.97428,36777.47471,39617.77305,52135.48704,37974.85191,39781.87191,39299.07444,56696.06221,65086.68831,50457.13213,53175.59755,49598.66375
GlcCer321_2,22840.48726,0,25785.92397,12772.134,0,8955.930711,0,0,0,0,14374.43362,0,0,8799.260309,8179.65409,8304.015615,7114.288994,0,0,11204.52178,16277.17089,13773.25924,0,9784.64994,7881.192747,14944.84201,9778.642443,10825.27917,0,15837.52946,0,0,0,0,11514.40097,0,14387.69746,0,0,0,0,0,0,0,12008.41901,18376.10769,22151.16891,13487.2457,12380.39495,0,20167.21226,0,0,13646.9389,14192.06064,0,0,32854.23703,0,18265.50025,13665.29334,10663.32585,12272.86243,13285.31797,10144.75684,0,15461.00588,13600.04564,15504.71325,13876.97404,0,0,0,13134.7473,0,8747.30699,12759.05709,10874.40114,0,0,7252.091416,0,20816.32979,11531.04419,8558.264383,13684.19058,0,11335.92848,0,13494.37368,15588.98282,0,13281.27516,12247.71123,0
PA341_0,193682.1923,112177.5348,129047.7895,126551.932,112619.3541,114171.9123,114168.4789,139910.5991,109392.4128,152041.3752,164185.0099,141035.4587,108904.1554,125625.7349,125458.3596,119876.0387,96350.45038,165426.9525,124897.767,118693.59,177674.3373,134776.3319,139977.9253,116260.3729,104862.5542,161127.5979,129636.1421,149589.3379,183474.0048,126465.0797,156537.7578,147731.5038,156816.1056,201346.3738,162480.3081,137021.7088,168363.6505,116162.5661,194555.9727,217438.9194,119405.0827,98958.81677,165674.4782,156614.284,91409.56743,174925.5291,175379.054,146057.4059,154724.3217,166265.2301,156661.4317,100986.6002,150776.3816,185732.0764,178735.9549,107620.5841,169930.7295,185963.8197,122047.7275,124399.2857,109650.3651,106541.599,131880.1302,218872.9535,106167.3468,145165.2048,148365.6871,151813.6478,147980.8759,132464.9571,139483.9839,194008.1785,99948.42983,164076.0116,171403.4802,109594.1641,120250.6406,110784.7537,214242.7145,120714.719,110173.6131,137802.6414,230577.6098,136227.4849,147745.9575,152516.0746,149994.2629,132440.719,129563.046,169553.1459,161061.0555,145337.3236,192923.7571,189311.917,171377.7018
PA341_1,116091.6296,66185.09571,80054.66082,80342.95534,96618.72996,81960.21861,86494.64664,99865.56695,70838.05396,108101.506,111753.4623,162275.2881,76850.39805,62998.10607,96225.36415,79498.65853,68904.77749,109505.3887,109282.9003,97996.85596,94270.70343,120538.6304,99925.43825,81045.2893,71627.69095,107776.065,99424.90282,86328.75229,110150.9391,145610.2149,82500.27757,81569.96559,106442.2583,142309.3764,95523.58294,100021.9088,90436.44655,84355.77278,109781.6216,116501.1568,83315.44262,65819.64251,99978.19646,101024.402,68465.62254,133852.6341,93565.8764,93517.6264,95605.03579,81496.07985,161784.9121,88872.86648,100474.4947,124983.0972,119803.2385,88630.64203,113484.0707,146749.0819,70555.59207,93504.70002,143787.9013,79925.02019,98826.41609,88540.97037,59579.33718,97996.30325,111297.6777,112656.7997,130457.3235,73057.33563,98426.52651,119818.8885,88493.63825,76279.50071,84562.04968,82307.63645,95906.08252,91904.87474,98088.15265,65768.95864,72024.15212,120087.0739,124575.4823,90043.01175,91980.96369,100068.0783,120197.0642,110742.3468,91538.1976,99519.47445,127616.2128,102440.5525,96371.30681,101537.6659,93111.18795
PA341_2,36960.13286,29427.22831,29510.82966,27335.12501,31526.2077,30766.73924,23212.08086,26458.74998,23221.77108,30905.94566,34853.17801,45173.5879,31270.65304,21266.97778,30314.01562,49531.2283,22962.33572,51722.59123,26869.5704,32922.73817,46538.01257,59968.01948,36013.88266,22390.01184,20026.42588,41149.54573,28426.86863,44815.43521,39140.45178,39719.48254,39624.42064,26387.65489,35381.09431,52937.36045,33701.95293,27917.80915,30127.23908,32656.9739,30041.85761,41467.05748,36414.3246,23186.28426,50848.8642,54175.43235,22606.54189,32114.8113,54937.51278,31350.76654,47562.16538,25623.86221,35895.35379,37423.91106,26512.1451,37012.20269,44132.05946,32353.48477,31405.99641,73136.91094,30752.6903,38342.03328,31746.32324,23864.87058,40019.04123,52990.60562,17854.16816,29275.31711,29026.33223,31164.58176,49075.62721,47646.61347,28549.68942,28220.16634,28375.96648,45491.06698,30983.38373,29215.27629,42935.12458,33911.45337,43014.2483,19205.50317,20389.36347,50807.25913,60001.98892,37064.88921,38163.73199,46834.7939,50588.14899,38615.659,30354.21904,25079.26787,63147.91674,35139.47824,38995.79836,34223.73268,43163.67001
PA341_3,22354.75578,22128.21743,19314.7121,37305.86303,20948.25082,19203.03134,29742.11091,20351.64177,18366.15156,23206.39147,24610.2217,30207.70113,45961.41365,18670.43428,12059.69541,18172.22418,16285.74485,25903.26759,26297.9081,27798.74675,24478.35434,23320.50349,45354.18657,26259.47666,13707.10361,22964.21487,31016.70427,28277.68668,23799.71581,34293.92424,22204.43038,20632.65603,32155.15537,33242.47023,20062.09636,31111.18282,42228.50214,19718.48479,23228.61117,54834.61799,42588.79366,16271.51423,45087.43271,44008.20401,25801.57808,49356.81242,51856.77214,47191.16936,18350.42768,39061.59995,25085.74809,27533.96752,18099.56464,28386.27584,34942.67777,21027.50011,25760.60379,47667.46035,19766.18984,22690.81665,46382.86311,19057.28887,28146.30093,29303.77197,23193.42958,16873.07297,21078.15979,32033.91166,33467.79877,19411.06043,18443.49563,29145.60278,27806.72392,21501.19712,25996.9426,25900.8944,26900.51621,28571.33788,25433.65184,18289.64328,17950.44436,30048.96232,26909.2487,30279.19519,33477.89417,39043.78947,31597.002,29765.4193,35474.62057,22947.00747,59482.2252,39359.61149,42036.69167,52768.49985,24592.65292
PA364_0,22028.10177,0,22697.79965,0,18170.70048,17344.27768,25434.42375,0,16182.3957,18557.09227,20168.53639,17832.59127,0,17134.1672,0,20172.23844,16766.81699,24136.46889,26480.02684,13951.51964,21672.07932,27169.01562,24225.8311,20722.63653,29062.95856,31022.4026,15694.01349,19147.6593,27665.32389,24643.71594,25496.54034,29183.2581,25628.03318,33310.5084,24100.34721,19706.31295,25542.46296,0,34400.46846,51336.53258,16854.39367,11976.42841,34177.83077,29124.42902,17493.79885,23552.73744,32243.03789,27573.97972,31526.45023,16656.17328,19641.52872,0,20247.59614,35665.77012,31259.09312,0,29721.30072,0,0,20961.41795,0,16549.65832,18206.39967,20535.47748,19942.78701,22448.16608,29558.17795,22444.68873,0,20415.18968,26024.62925,34514.24683,0,18764.94591,22524.42719,25659.18563,19080.07265,19479.57973,34447.18163,13613.66768,0,42526.53927,40375.50872,35360.45132,19696.08666,40973.73807,41695.74252,26384.98578,0,29977.4929,25300.08589,23804.79993,20054.92056,21425.64913,0
PA364_1,28984.40577,0,0,21471.54007,18666.20641,20833.69107,18946.07139,0,17891.53083,20156.69212,0,20415.62252,18510.1254,13119.62653,12837.20316,14617.98832,21319.40191,19963.55361,25542.13037,26040.11866,17413.27875,22850.54618,25778.3407,0,13481.24274,0,0,13784.97597,25960.1384,0,20097.71238,18774.70363,29578.6399,28606.12655,15015.72287,20999.94859,0,17717.43179,23432.76729,27703.99308,18436.44317,0,30131.47279,0,16481.66039,25918.75195,24517.30426,31124.66611,24937.14572,15720.98555,0,14051.48892,14543.17406,21176.74603,36893.65389,16348.37741,20661.11399,0,0,17966.32761,30341.08701,0,31486.53811,18710.29699,16720.72774,19807.88523,0,25900.33864,29958.10531,0,0,24258.48736,15911.2063,15973.40304,0,23880.93043,14976.52618,0,0,20086.37324,14066.96501,20130.17282,18781.87478,22368.26147,20285.64408,42894.6579,20790.21319,26352.9969,21052.98427,18899.14986,20182.47832,0,18055.29917,26452.69069,0
PA364_2,13634.60316,0,13287.83504,0,12405.09374,14396.9689,19230.53217,18367.70857,14334.23781,12619.46017,14383.49773,13334.58701,14772.9529,15194.33725,12144.08055,11161.06113,10623.4754,14349.01847,15405.26702,7593.613737,0,15115.67911,0,17698.44229,12327.47988,23413.10463,11187.68127,10046.29428,20126.95782,30028.57737,19511.18844,18476.83284,18686.70427,27510.92141,20331.02635,16948.23954,15635.49459,15730.76399,23492.76582,21082.51206,17828.44026,18516.84436,14053.71843,16283.1298,11656.19907,20968.25268,17075.44456,28650.14471,15021.59113,0,0,16512.35492,17694.54203,20482.57056,20796.34188,20202.09486,14357.15927,21296.63252,0,13147.24716,12581.65818,10719.32662,16408.30147,12054.19412,12127.84338,0,0,30861.90193,17850.00599,0,16549.79418,19736.59232,13160.45301,12571.83679,0,15778.9019,10688.76594,21694.62178,19067.11116,12603.29549,9012.770773,19550.83817,12603.39651,22669.27318,14255.05824,15861.65453,18467.86431,8870.858756,14471.03016,11937.4397,20661.15643,17021.91755,19096.02873,17019.61498,16608.22713
