Measurements/Samples, Spot 160466, Spot 160500, Spot 160501, Spot 160502, Spot 160503, Spot 160504, Spot 160505, Spot 160506, Spot 160507, Spot 160508, Spot 160509, Spot 160510, Spot 160511, Spot 160512, Spot 160540, Spot 160541, Spot 160542, Spot 160543, Spot 160544, Spot 160545, Spot 160546, Spot 160547, Spot 160548, Spot 160549, Spot 160550, Spot 160551, Spot 160552, Spot 160553, Spot 160554, Spot 160555, Spot 160556, Spot 160557, Spot 160558, Spot 160559, Spot 160585, Spot 160586, Spot 160587, Spot 160588, Spot 160589, Spot 160590, Spot 160591, Spot 160603, Spot 160604, Spot 160605, Spot 160606, Spot 160607, Spot 160610, Spot 160611, Spot 160612, Spot 160613, Spot 160633, Spot 160634, Spot 160635, Spot 160636, Spot 160660, Spot 160661, Spot 160662, Spot 160663, Spot 160664, Spot 160665, Spot 160666, Spot 160685, Spot 160686, Spot 160687, Spot 160688, Spot 160718, Spot 160719, Spot 160720, Spot 160721, Spot 160722, Spot 160723, Spot 160724, Spot 160725, Spot 160742, Spot 160743, Spot 160779, Spot 160780, Spot 160781, Spot 160782, Spot 160783, Spot 160784, Spot 160802, Spot 160803, Spot 160804, Spot 160845, Spot 160846, Spot 160847, Spot 160848, Spot 160866, Spot 160867, Spot 160868, Spot 160913, Spot 160914, Spot 160915, Spot 160916, Spot 160934, Spot 160935, Spot 160936, Spot 160984, Spot 160985, Spot 160986, Spot 160987, Spot 161005, Spot 161006, Spot 161007, Spot 161058, Spot 161059, Spot 161060, Spot 161061, Spot 161079, Spot 161080, Spot 161135, Spot 161136, Spot 161156, Spot 161157, Spot 161214, Spot 161215, Spot 161237, Spot 161238, Spot 161297, Spot 161321, Spot 161322, Spot 161323, Spot 161408, Spot 161409, Spot 161498, Spot 161499, Spot 161589, Spot 161590, Spot 161681, Spot 161682, Spot 161683, Spot 161774, Spot 161775, Spot 161776, Spot 161869, Spot 161870, Spot 161871, Spot 161966, Spot 161967, Spot 161968, Spot 162000, Spot 162006, Spot 162066, Spot 162067, Spot 162068, Spot 162107, Spot 162166, Spot 162167, Spot 162168, Spot 162265, Spot 162266, Spot 162267, Spot 162268, Spot 162365, Spot 162366, Spot 162367, Spot 162406, Spot 162464, Spot 162468, Spot 162496, Spot 162509, Spot 162564, Spot 162565, Spot 162566, Spot 162567, Spot 162612, Spot 162667, Spot 162668, Spot 162669, Spot 163105, Spot 163130, Spot 163207, Spot 163211, Spot 163831
PS407_0,84806.38597,94297.6171,67393.63263,91182.05689,56311.21588,75723.91861,94763.36264,52015.05572,44715.56676,0,0,119666.1591,156009.6603,73678.28336,46201.46527,41215.09625,45190.71189,0,124378.063,79786.36455,42309.69292,0,69760.7657,54161.44439,0,0,109462.9396,49935.78114,81634.36192,52264.63414,80374.25017,0,0,72874.47943,0,44684.19532,0,45395.60434,33319.3475,87659.06967,50971.73157,54689.30289,81263.93473,110353.7413,103509.0163,71834.48669,98785.19025,0,105728.3018,97699.9223,0,0,142953.9922,112328.1162,75137.79714,0,63888.55278,87382.57556,0,100271.7611,72961.77489,139340.9763,114443.686,64620.18457,89622.24945,56759.85588,93376.9396,0,0,91298.88362,72391.40193,0,93230.82983,0,0,139773.5747,119580.048,64768.49032,87355.62163,0,103229.3715,80421.1244,0,120347.8918,30373.53339,95124.65081,78517.72927,59493.5585,0,65179.04141,0,37389.9742,0,90348.35561,68071.90954,113092.0262,112852.2716,47898.71023,0,106838.3139,0,43209.49832,60633.61367,101766.5386,114730.9563,0,99418.75403,176131.736,0,0,80333.4937,60652.67817,35987.79185,105844.279,69407.48413,0,0,38746.5169,40944.3801,71547.69051,34176.1867,69236.39469,102876.3479,0,127656.8348,60190.52734,67187.33673,47650.45351,0,0,69120.19785,35462.49723,78477.70339,0,81020.30091,57765.21581,0,87348.88601,49245.18309,65458.25022,0,35651.60134,56625.9857,8324.376821,49235.18835,0,66867.1177,54831.98321,32520.28241,36089.69393,77322.95461,64265.38301,46691.17224,2110.179566,80637.9844,72567.13503,37551.83857,68920.08296,64311.49447,0,67602.6391,0,50321.21944,0,73099.36741,0,30041.51228,0,78713.88228,49199.53577,0,69945.25796,32059.30945,126298.9561,99231.31414
PS407_1,56187.16022,92653.72641,126757.6752,89081.87053,0,0,70295.56095,0,48535.9618,0,89293.93888,88178.11766,126122.6396,48416.94401,59758.1981,51562.28773,34917.9294,113750.7511,96288.6647,0,42213.0418,0,102017.8457,0,78232.90099,0,142938.2314,0,129187.3388,28135.9665,0,85110.40336,0,0,0,57287.76062,0,49674.61744,53398.24539,117517.4325,49177.46403,50451.86607,47243.58105,73557.91621,81111.18162,0,70256.08949,129630.7567,107029.5624,59345.35803,103570.9351,0,87948.08996,53121.10733,83161.80655,62619.14679,49363.37968,149088.1664,0,50406.64062,0,115416.2826,149224.8305,0,63188.93266,70927.8164,143400.1818,97825.37439,70552.3453,0,41199.30699,103121.1156,67703.65929,0,0,144004.2597,130320.581,0,0,84161.41884,114280.9444,78702.43442,101197.2275,98227.08525,35907.10415,97711.69963,76732.97236,0,0,41821.24699,84782.20308,35157.25704,0,84937.2234,74994.43226,69537.28888,119931.9409,49153.3946,0,92667.50149,45083.1367,44602.88167,72880.95682,105827.956,105505.1443,0,51915.70854,0,45288.4642,0,102682.1194,0,38605.29943,102837.2017,96171.43198,0,0,63220.77959,48425.69514,0,72464.28764,58276.86884,0,0,115166.453,75525.95682,0,44070.71415,0,127264.1242,44668.18254,32879.55222,74651.44934,0,76973.77735,62133.42856,51170.08375,92584.19305,0,0,58786.45276,37582.80119,49046.14307,0,52656.67649,114300.5103,0,71631.63126,40873.30395,44916.05871,59198.07654,80411.00969,63783.96456,0,83829.70512,0,0,45397.01904,0,96077.02283,48751.62228,97819.25574,71781.42978,0,49880.03704,0,29286.00265,45709.95684,0,45060.17942,45833.56,45981.87686,0,0,77139.84246
PS406_0,3549142.909,4419572.094,3984368.819,3417742.925,2565130.651,1956460.956,3027882.63,2129571.042,3009206.952,2986530.78,2242082.399,4043032.969,5642982.966,2952416.945,2222325.453,1820010.423,1235885.049,3970054.488,2631920.282,2179963.687,1385969.073,2373011.609,2797315.622,2874449.916,2568463.788,1796985.114,3733362.358,1837951.733,2554539.901,1053665.642,2756944.563,2986860.318,1394767.801,2706924.574,2596850.921,2089235.245,2764318.226,1542759.462,1629498.02,3556298.742,2860827.887,2592714.338,3966772.608,3958270.56,3210470.177,2850507.181,2330862.488,3745975.442,4380047.251,2629188.449,3863127.267,1764658.74,3661005.431,3286122.259,4048584.136,2309992.099,2451965.57,3364726.149,2588328.808,2857681.41,2928715.987,4539647.267,3145696.134,1992756.734,3656813.235,2710997.893,3710716.126,2234848.43,2297476.142,3308081.726,1667383.245,3470213.075,3640914.39,2700129.165,2206855.43,5650397.189,4439606.107,1830935.717,2070185.532,3505818.461,4382384.284,3100211.008,4037374.074,4518423.296,1853840.017,3224824.5,2682438.523,1863129.723,2704703.743,2055973.954,3390539.14,1776066.747,1287389.081,2449068.423,3691228.019,3469471.867,3165551.028,2255720.207,2595334.841,3137546.337,1677936.483,2895893.296,3122935.2,2768289.301,4861677.781,2227633.384,2411404.709,4569182.645,2015897.049,2177265.197,4040258.699,2134457.079,1594572.499,3691617.431,2659702.53,1973159.602,4526752.343,2530885.538,2229812.901,3690890.682,2577376.373,1911579.208,4175976.081,2414974.014,4599168.576,2164777.471,3289625.683,2221993.073,3456033.526,4725333.244,1960494.487,2591762.537,3528831.558,1583563.795,4307335.799,2457881.823,1391057.545,3640881.702,2585653.658,1833867.09,2366980.26,1094914.329,1470074.572,206472.8775,2157525.028,2840646.274,2118661.697,2488283.428,1801706.148,2087455.763,2593227.977,2609548.022,1709644.022,100707.2351,2715298.761,1865910.09,1590750.326,1998555.976,2117648.562,3815196.075,2233791.874,3246979.47,2253839.295,2860351.684,1409809.1,2097925.741,1186519.785,1596969.4,2295291.92,2240724.194,2499217.899,1773056.592,1457413.802,4072142.267,3461863.167
PS406_1,2218227.368,2807801.582,2695229.806,2432445.922,1663940.331,1330920.565,2080168.707,1430148.133,2018286.553,2084959.136,1709632.867,2713917.565,3532098.163,2033316.309,1486547.643,1270412.862,914512.5447,2511159.141,1799303.713,1516560.463,873494.8404,1413337.336,1901691.309,1678309.846,1576456.055,1177855.66,2359216.056,1044663.928,1971072.856,716482.404,1825334.559,2303516.597,850951.1074,1916490.246,1806268.234,1294892.363,1772228.5,1017219.449,983583.3298,2864137.837,1738232.359,1480808.892,2486713.232,2271879.562,2351663.017,1758071.744,1859137.152,2935629.858,2893369.72,1882821.702,2255934.922,1215787.017,2483877.764,2167415.686,2704767.268,1638369.006,1734249.441,2358758.046,1758887.212,2086496.354,1931341.596,2933031.591,2138862.396,1333044.047,2132727.9,1557705.239,2258239.263,1669299.684,1685265.015,2114043.964,1045169.249,2164661.827,2455812.677,1907635.293,1617599.922,3544302.697,2667236.939,1259678.457,1442762.849,2240021.475,2833513.452,2314901.005,2713429.384,2853404.281,1285688.327,2179209.618,2098482.598,1198900.71,1768324.739,1512744.266,2093705.053,1175495.511,862490.4232,1535840.594,2638493.215,2351363.395,2042371.559,1458825.493,1886295.276,2051871.515,1123551.422,1943688.422,2195636.613,1798175.624,2935362.196,1451343.502,1622205.754,2891084.279,1242071.1,1480199.085,2749243.707,1349175.278,1171304.224,2710675.193,1765323.344,1313720.076,3013155.665,1663756.82,1537774.901,2429271.563,1761013.796,1272875.071,2642773.629,1844763.495,2834577.227,1793347.243,2396501.517,1676715.616,2425543.067,3404639.343,1432022.427,1419251.865,2232338.635,977572.6999,2471607.337,1678300.921,1076684.103,2241065.145,1813067.88,1310447.703,1685199.973,750692.3338,1015599.304,129466.3097,1524510.88,2057865.892,1496695.06,1602144.098,1157179.38,1424335.918,2047504.054,1641541.864,1209523.366,57045.04257,1776738.378,1502018.908,1044712.163,1357123.05,1367169.785,2617683.792,1530328.95,2008809.539,1454708.459,2019192.537,1026447.91,1540747.182,776566.1873,1128625.298,1556485.226,1548313.622,1562959.818,1219354.195,855614.1919,2856644.667,2247158.425
PS406_2,702275.7948,983266.6251,807068.8808,836025.1934,607763.9219,546162.694,723209.9906,457909.5023,619649.7929,721018.513,609458.4931,1127128.027,1261462.748,664422.9581,498465.5039,403648.5607,387100.4081,952982.7927,658066.1288,603243.5752,359535.983,440060.9564,551165.114,516146.4211,535464.327,392704.8868,887831.3708,447399.8763,698657.5664,286730.608,661147.1861,874224.8534,300724.0585,627840.3463,623874.286,515543.9179,735730.2302,363971.1146,383365.1955,868246.8508,438770.0027,444582.4683,740297.4368,682525.3709,638852.2757,767460.0381,675134.4994,1115351.079,1039283.705,561742.7248,1042161.315,416510.8774,812885.6715,723108.0791,790539.098,490045.0573,566408.2361,712637.1193,620455.4951,770100.9552,664743.5045,1029287.639,827242.7522,457783.6636,563655.6115,540366.4388,819493.1619,543749.7069,626906.7608,874766.0347,428682.0186,714558.5522,777584.0935,764225.1186,532543.7435,1081716.021,849121.2328,499450.4176,501351.602,841390.1143,1039442.318,802333.1502,1175001.163,846457.9602,407290.7962,720051.2992,726221.1866,454550.6729,611406.9917,475276.0172,793799.3083,383152.0752,276193.2499,578542.407,871301.8582,923609.7269,781588.5438,522603.9909,650696.0217,759291.9818,413327.0369,592502.6411,877908.7743,681695.629,997790.0074,470090.2083,525564.9108,1044357.09,394179.8523,615048.9051,910034.2767,473172.3137,396918.4682,877635.1143,704035.8251,412634.1927,1005218.126,497318.4998,518394.2978,689382.7713,507015.6094,586657.1282,710374.7224,630451.7078,908624.5032,499375.6812,750099.0772,441680.1285,945539.9247,1221972.65,444067.3171,450160.6007,790838.9794,324010.1394,770387.6791,536861.0701,342302.2384,637060.4555,439327.2605,502160.9925,536807.531,275163.0703,416821.5105,36736.93151,446096.9946,797819.9588,544843.4688,624389.4102,441819.8991,412260.9157,590180.5587,648577.0964,472910.0957,20955.04443,659439.5905,543383.7949,435577.319,414230.4726,488362.8724,837792.5217,463136.8104,728089.5864,456316.8853,831589.0409,367812.5714,556336.4148,310165.5634,430498.7688,660847.8021,536691.7491,530777.8065,408619.0069,264130.0782,1018886.868,882981.0637
PS406_3,353514.2847,572392.4522,333608.6704,361582.7966,265272.6941,247335.8224,445661.2798,186087.9464,214713.9071,267243.6728,231654.6171,318331.2118,452087.2751,234200.1344,168513.7466,154894.8566,120375.0379,424531.9577,262563.5108,255103.7654,133123.1042,224104.2777,355359.0412,134209.8198,213735.1338,145958.2005,380695.5997,164283.2957,301543.9655,103339.4916,314206.3432,328398.4724,131675.0313,261282.8043,256653.4175,146697.4812,187149.0942,197653.512,157419.2898,461378.337,197297.3467,154684.0624,255955.6441,237657.7365,324363.4889,258137.2751,313796.4979,472376.5464,367949.713,211753.1661,446057.8329,177714.4418,525767.9424,283811.6782,337065.5428,210452.3992,250793.1803,359938.7007,311687.9813,292762.5141,218509.2953,360140.8764,352614.2814,190163.6111,418808.8273,204617.4993,504177.1292,246316.4256,318043.1461,379257.7684,160671.1279,280949.3449,297453.7076,291806.7287,201345.4736,570526.5515,383201.0988,172326.2296,191470.3079,277275.3654,374692.0463,273121.2291,297922.3339,282953.7436,169358.6256,303502.0044,287477.1103,270150.1423,203704.2484,161405.1393,306799.1456,134972.8358,121751.3024,240353.2948,489032.0253,289822.2686,270537.3093,303318.3105,344928.1627,310062.2645,218091.9756,340840.2017,278113.9371,252905.2623,306525.3846,220451.1211,320670.6981,414544.5525,132810.9601,233031.0999,302694.6989,156208.2547,138729.6365,376046.2186,328970.3436,190192.8385,474107.8381,198774.6631,221320.3955,302616.4599,173167.6096,189646.6057,271261.2319,272395.4573,287028.2584,214162.1128,330951.4093,174038.357,387011.1745,471349.9916,207257.0524,162219.48,287146.1269,132572.8064,414525.068,175370.9646,164274.4574,216810.6611,231037.575,223056.1517,207281.8962,141516.5803,177604.4117,15582.69212,192489.7034,296627.6461,149325.5662,226867.9138,181957.9839,168968.1883,205315.285,299650.7605,187661.3732,7136.056641,251959.2224,209711.2789,139217.6066,148663.3255,212554.3634,508057.9841,159636.8009,292084.5032,203154.0854,300183.3531,192363.0881,241125.733,115875.1412,171538.7678,184770.0477,192187.2858,167545.8686,268891.5658,126948.7046,397222.0933,286366.4169
PG404_0,105510.5978,205465.4408,224713.002,143607.4849,75779.18905,113148.4051,139562.8089,92292.22565,119754.9336,171717.0156,128402.8089,177433.1946,253067.4302,158731.5429,146029.8406,80499.14034,79586.66027,282800.7928,165751.2912,122954.7155,98689.90328,121987.1455,180811.8922,110601.6965,181096.5072,108682.4222,244573.7783,101232.8812,190545.2215,54532.97553,181109.3587,170422.4094,102800.22,134930.2862,142886.8725,108638.5611,174352.0295,84736.81652,123913.7139,179914.4011,152991.6028,128455.1398,162972.1217,140750.7149,182305.7215,143736.6855,207529.2571,217842.0342,238820.2441,109275.4917,185513.1845,146395.9348,199217.4274,170088.8452,167109.7937,117857.3348,195086.7304,214426.6022,194078.9483,164114.3993,143333.0139,166075.2504,198277.1631,92961.80347,121865.6846,118563.8041,213260.1428,106412.801,152897.8512,132380.6578,106604.1555,160059.1677,162070.415,150512.6332,161190.7201,231595.865,202766.1907,148159.2083,203743.861,190898.6575,188741.4882,154084.4404,276428.4633,225521.7324,88466.58263,161771.2834,179810.671,123402.3998,145674.7131,77429.3827,229690.9779,77392.20329,88328.82031,148952.4057,197036.0382,203674.2296,105718.5572,136596.2968,126437.5794,210471.656,93929.30768,161859.5465,173440.192,129776.6436,179370.9237,132659.5855,147227.3009,172408.437,85998.985,135237.6361,191292.3224,114280.1733,73984.02974,261861.9955,249278.5732,103280.278,252522.0974,106021.7694,98528.20401,166538.6613,113086.0283,141764.0355,238137.7193,223665.6382,204530.5266,166187.316,190832.4712,119800.0092,204610.4871,192159.0099,142519.591,95071.27787,199022.4006,102272.5539,203250.5476,150232.1273,91692.71835,202382.1911,147825.9623,167543.3616,162868.9643,85305.85383,173460.479,17405.29526,138812.6953,229990.6314,179318.6357,129924.1149,113457.7379,100324.9238,129067.1918,189548.8512,112901.3006,11516.69101,198172.8475,170874.587,99373.41001,115202.6855,126020.6548,250107.1402,107825.2455,218519.1419,113901.0763,199781.2919,101255.5666,182740.2394,82326.28205,99634.32239,107267.1746,127050.188,141013.5484,128075.886,86159.12218,249537.5917,264303.16
PG404_1,160660.3368,101099.1721,177258.2557,183439.9381,100840.7263,124905.0638,118966.582,111390.0095,84262.94809,148431.2447,138954.9543,143130.5708,226975.9321,92638.23855,88246.23311,86353.22172,53706.91305,242643.2725,134599.7389,129214.9713,86541.3048,109226.1549,159965.8064,105093.1192,116241.7698,86840.41592,291236.0171,107368.1202,168373.5019,49164.59839,120434.244,131510.7141,74860.40278,125159.2981,105341.4164,107876.0236,140678.8196,87777.44337,98512.03918,160825.0889,109009.3936,98410.87825,189224.1255,159417.5377,188535.4782,118350.9687,199104.6943,154552.5971,184271.4006,107147.8077,162391.2688,91514.84201,157619.9111,125999.7006,120448.1669,151248.6932,148635.303,210707.0456,181771.381,151447.382,145809.1413,132692.0591,186247.5871,92570.5293,114766.3583,109236.4405,190843.8818,74537.90759,152790.5496,148088.1617,119330.2691,140789.7402,132250.3509,141162.8502,122934.5849,118188.7925,218620.8582,97994.87847,152130.4398,161338.8101,105806.3562,226217.8573,178764.8179,205926.8184,98214.97173,177355.7341,155485.47,60836.55923,88335.91764,93995.20954,181285.8269,89646.52869,78747.56049,78266.56093,124035.8872,165483.8702,169592.5707,90887.02743,128179.061,178494.2683,82570.36398,147161.2258,112208.7986,124970.9148,110991.8677,71929.64779,110428.0881,141245.3706,88232.83851,0,223340.345,88466.52125,83568.16967,223689.0604,134952.5256,93499.30024,186715.0134,94011.02335,119531.845,148456.9803,118250.9756,99660.31306,151899.7047,120148.0815,196246.8992,112250.2429,221795.848,118041.4978,186991.414,211364.2321,122709.2036,89877.00021,165752.4037,86217.10033,188571.9888,112307.2014,87154.01486,168948.0029,132628.5922,121046.5294,140961.7106,94507.87492,142148.0754,18742.06882,97547.95125,140047.5283,142552.929,142239.3156,96465.25355,93614.53767,108595.4991,152367.6627,90558.70354,9873.901144,121505.0279,157570.6529,94786.55793,102396.3749,88269.05469,225549.6356,125164.7239,191124.7128,65473.26482,0,79538.04337,130113.6305,90411.74235,71200.64612,107276.4499,158158.1305,146885.2772,133461.3283,87636.82611,243831.6742,217632.1809
PEO469_0,145017.7141,200972.4984,152357.4341,179106.8414,78578.69641,91012.93079,99379.52116,112513.0685,112273.3613,160506.2108,145632.7158,201807.1933,216278.5565,102917.4426,114096.5821,100814.4156,47563.88479,176523.1848,150775.8494,0,83019.58232,150047.0951,159354.7101,105394.7558,73369.32148,98164.40436,197500.8997,64160.12166,205755.3637,74397.14197,209575.8301,166316.3805,101398.9792,100340.5145,139033.0854,159511.0639,0,97357.30621,62944.3948,183659.0407,129548.7102,96142.3722,141640.1246,130821.0731,116002.7933,89157.77344,173151.4222,174379.2479,239378.0467,154306.0616,312758.9218,95878.33545,212000.9533,110575.201,155750.9444,163362.3824,136790.6052,150970.3546,97037.36346,178346.0591,115413.6597,165303.3356,201192.7732,105770.2543,129841.8932,110561.6549,274704.5024,105876.2155,169218.8318,204750.2359,98360.8347,267807.8633,156419.3893,0,142857.88,308555.4345,147608.2873,84870.4087,86070.95225,138625.8511,197451.3306,165177.0995,233554.8054,218224.6141,140528.2063,165621.0277,131282.3104,116348.72,162822.8776,104624.7483,125759.446,71671.52598,90942.78008,76985.9033,206349.6014,140588.152,199932.5717,109772.5487,137124.2882,232836.2963,75154.38792,131316.4771,87563.18086,110722.7968,181699.7372,94979.93152,125958.1007,159090.2114,101358.0953,0,235626.9545,85187.65489,115289.8932,234787.514,121788.1888,81779.94391,212891.9335,143595.4519,121370.0064,170262.1934,117093.8508,127932.9801,177875.4001,139560.0094,197705.187,154460.2383,222336.6383,89407.70605,208843.0816,244737.8551,65076.39079,93657.3861,126615.8685,62630.95966,148928.8253,110187.6896,82472.77032,162755.6386,102488.3175,0,120684.8329,95909.18198,87771.90756,9183.181076,85519.96477,141097.9362,85313.976,93902.69502,78368.66016,108762.1559,91753.24751,155841.4893,74943.50138,2553.28481,113957.3379,135792.4553,82025.87184,89569.87771,90102.19841,247436.2339,78494.42975,100615.3114,123814.9287,0,59523.76494,104529.2517,62453.13648,63634.96739,127300.6017,94991.98663,107959.3001,84512.21891,59368.29283,200486.5448,194528.8012
PEO469_1,82493.43472,152588.7981,96548.93007,91317.54836,65921.49695,0,108052.8293,69770.08634,0,78643.40903,97109.72978,118690.6964,119248.144,84130.61398,60483.21493,0,0,0,107001.8531,0,0,0,0,84838.533,90138.58531,0,208108.5313,0,139209.0301,40736.45167,123616.883,0,52700.49126,92739.16598,0,62321.30597,0,0,0,115293.2896,65980.94755,65678.07074,92729.04695,91484.31909,113735.5363,94624.73443,101249.9206,181108.7169,201598.0352,87819.88906,113128.7622,76274.58812,159557.9661,70859.23318,143783.024,75421.79083,80302.91155,0,78331.2442,68391.67103,133077.2837,114135.7567,86055.06909,0,71814.54499,101097.7449,142389.9864,95374.13602,0,0,90156.98165,0,110642.4168,0,0,189681.2191,142377.6803,0,65813.8391,118726.6081,112223.4411,112717.8374,155638.5023,112101.2636,70339.11325,0,94722.3898,86284.80616,0,81081.59757,122060.0245,72410.84919,0,83480.86876,103048.1114,112903.0961,0,68222.84571,0,103335.9056,54639.91752,66049.50591,88810.89679,96087.88496,128912.4339,0,0,152526.6193,99027.43306,0,131313.6413,63541.75946,0,176468.6278,122752.322,70221.78721,136295.4081,79283.4351,72785.9211,77009.06356,45127.82248,60892.41773,80763.55729,119987.2651,165269.2209,71142.68635,128631.4238,70109.38536,0,121922.425,0,75360.9357,73216.86271,0,88888.65763,58219.31397,56586.92881,90029.07535,67966.28713,0,93841.60717,55481.67574,65146.18678,0,0,0,0,75584.45594,57519.70735,60811.42711,73764.9628,65161.33511,79473.36425,0,84125.67782,0,43606.04616,0,57235.63546,0,52076.01708,85442.08959,57704.78793,0,0,0,47928.42577,61838.14397,91085.1242,66680.14531,0,65106.20531,38055.58214,119699.4734,0
PI364_0,1735720.332,1890101.924,1909745.278,2390596.249,1971335.409,1891832.722,2152106.992,1840999.254,1894045.84,2113227.526,2033930.305,2137412.889,2588628.151,1434672.26,1559361.483,1053119.518,1085638.843,2699577.295,2365113.373,1835824.093,1028191.166,1351060.431,1474133.688,1490011.43,1621573.654,1107116.052,2702503.538,1550624.294,2506711.827,1568519.084,2151002.789,1766843.198,1146259.88,1382893.678,1622135.611,1248335.715,2122070.537,1170577.896,1364440.525,2207690.751,1246299.716,1055169.867,1676888.754,1672283.319,1931225.09,1910520.718,1970623.343,2216618.466,2201029.789,1220453.936,2049502.626,1520119.948,2556349.103,1545451.038,1905453.626,2145381.336,1672082.765,2180610.736,1528176.516,1592656.98,1774951.798,1673819.512,1902457.328,1326798.004,1476164.89,1608254.914,1784053.204,1741828.942,1849336.599,1562696.32,1561489.62,2066225.472,1634221.765,1549932.202,1463057.063,2090429.124,1665202.97,1621174.173,1722151.166,1993958.213,1784920.59,1803704.802,2493741.431,2064828.039,982661.391,1875300.389,2024020.178,1078538.226,1411300.469,1226535.128,1857347.153,1039503.412,1154609.533,1283280.162,1620550.622,1742637.229,2020529.659,1307010.143,1760297.993,1617555.547,1395291.103,1454350.965,1835949.692,1632145.452,1910541.438,1187537.961,1408528.132,2052093.427,1002951.302,1491515.221,2454346.78,1081520.035,1223168.435,2449748.224,1559045.747,1262472.333,2323557.644,1374098.845,1568064.913,1702118.887,1549258.881,1637598.032,1987068.971,2269065.137,2186850.274,1673361.663,2112688.874,1524145.912,2542753.692,2755193.983,1604767.211,1240811.36,1724495.652,1323759.466,1861387.612,1566649.454,1176466.793,1677801.92,1358824.114,1856039.881,1511576.497,684107.9458,933679.1091,69279.75955,1564898.402,1907815.012,669796.2544,1596835.765,1695254.253,1298066.406,1426772.484,1880650.885,1159022.52,41889.11411,1730442.015,1785646.996,1137741.884,838095.7244,1209758.679,2435352.404,830141.9935,1305781.442,1192401.582,2090811.43,1412620.809,1799479.55,687785.1423,1256941.516,1529949.012,1414126.607,965352.7834,699644.2914,627822.1633,1226296.778,1279146.44
PI364_1,1530284.317,1533865.457,1761136.874,2257827.417,1942823.698,1903870.762,2128836.031,1767058.057,1876824.838,1987874.229,1960640.548,2071257.518,2529706.058,1440978.86,1563673.513,1063681.661,901534.7181,2416652.147,2089457.692,1632394.582,1190415.176,1353528.402,1486905.264,1437699.397,1372069.058,1122858.127,2726922.233,1324702.999,2235044.29,1644928.526,1790304.849,1672393.741,1220481.559,1691891.464,1354392.323,1339637.352,2095512.529,985825.9746,1182415.037,1699382.718,1111085.355,990157.4174,1484797.909,1608145.704,1729415.843,1683952.064,1774422.476,2267705.952,2307262.635,1332947.121,1712254.918,1492642.766,2379405.59,1361745.155,1941638.806,2095382.761,1938890.631,2015610.826,1426350.03,1642774.842,1407033.77,1427539.184,1753148.64,1295240.763,1306782.587,1581323.52,1664657.91,1972847.106,1748626.658,1471197.429,1345687.238,1904051.092,1676768.829,1611746.52,1414833.298,2264580.391,1846354.862,1460334.385,1685383.604,1893595.848,1544450.878,1794799.064,2669113.088,2053147.736,861867.4937,1724188.161,1762176.558,1044963.094,1372054.723,1240463.895,1594292.05,1001593.664,1166160.434,1359012.204,1695335.374,1703951.436,2022672.935,1180504.629,1646378.491,1643157.195,1365771.69,1456839.274,1885103.433,1444019.902,1884066.252,1165810.093,1396188.737,2095526.702,910523.3715,1544377.19,2802885.336,1188793.849,1347912.971,2047290.826,1621234.676,1209768.007,2262929.5,1178922.657,1406185.88,1750662.172,1459659.558,1652229.507,1810635.337,1974877.567,2670659.999,1767630.867,2105132.666,1405975.242,2472034.282,2755094.287,1661993.165,1163839.838,1588336.461,1337412.568,1600532.982,1456141.609,1000465.261,1416081.377,1377382.959,1692295.85,1275085.518,690163.1639,741866.9591,73634.57363,1521046.469,1662802.621,793067.5596,1503588.391,1531398.674,1375347.546,1358657.433,1696168.354,1153947.791,37825.30941,1544719.028,1535033.236,1078324.987,744782.5642,1191832.826,1848987.375,661248.2039,1364500.603,1021908.96,1940663.046,1082104.046,1955898.901,580197.8354,1116689.632,1427894.356,1274513.112,642740.9878,656427.403,566484.1165,1073502.844,1120028.15
